GeneID,GeneName,p-value,log2FC
ENSG00000213465,ARL2,0.154841887,0.4
ENSG00000213468,FIRRE,1.5e-12,-3.9
ENSG00000213470,AC073594.1,1,0
ENSG00000213471,TTLL13P,1,1
ENSG00000213480,AC093816.1,1,0
ENSG00000213487,ASS1P4,1,0
ENSG00000213493,ACTN4P1,0.885676166,0.3
ENSG00000213495,AC012498.1,1,0
ENSG00000213500,LAP3P2,1,0
ENSG00000213512,GBP7,1,0.2
ENSG00000213516,RBMXL1,0.113338628,-0.5
ENSG00000213519,AC132008.1,1,0.4
ENSG00000213523,SRA1,0.472502975,-0.2
ENSG00000213527,AC026826.1,1,0
ENSG00000213529,AL359073.1,1,0.7
ENSG00000213533,STIMATE,0.783103681,0.2
ENSG00000213538,KRT8P41,1,-0.3
ENSG00000213542,AC007000.2,1,-0.1
ENSG00000213547,VN1R64P,1,0
ENSG00000213551,DNAJC9,0.513606327,-0.3
ENSG00000213553,RPLP0P6,0.000346505,-0.9
ENSG00000213556,AL359692.1,1,-0.7
ENSG00000213557,AC068050.1,1,0
ENSG00000213559,HNRNPA1P64,1,-0.3
ENSG00000213563,C8orf82,0.099182741,-0.7
ENSG00000213578,CPLX3,1,0
ENSG00000213585,VDAC1,0.000195211,-0.9
ENSG00000213588,ZBTB9,1,0
ENSG00000213593,TMX2,0.051865287,0.5
ENSG00000213598,AL049873.1,0.170205981,-1.2
ENSG00000213599,SLX1A-SULT1A3,1,0
ENSG00000213607,OR4A45P,1,0
ENSG00000213609,RPL7AP50,0.052292245,-1.1
ENSG00000213612,FAM220CP,0.709995522,-0.6
ENSG00000213613,RPL11P3,1,1.5
ENSG00000213614,HEXA,0.013513463,0.8
ENSG00000213619,NDUFS3,0.031580101,-0.5
ENSG00000213621,RPSAP54,1,0.6
ENSG00000213625,LEPROT,0.397000572,-0.2
ENSG00000213626,LBH,0.007790912,1.5
ENSG00000213638,ADAT3,0.271711448,1.6
ENSG00000213639,PPP1CB,0.021069057,-0.6
ENSG00000213640,EEF1DP4,1,0.5
ENSG00000213641,RPL7AP4,1,0
ENSG00000213643,VN1R37P,1,0
ENSG00000213648,SULT1A4,1,0
ENSG00000213652,HMGB3P30,1,0
ENSG00000213654,GPSM3,4.81e-06,2.2
ENSG00000213657,RPL31P44,1,0
ENSG00000213658,LAT,0.81229387,0.3
ENSG00000213659,RSU1P3,1,0
ENSG00000213661,AC106806.1,1,0
ENSG00000213663,AC010409.1,1,0
ENSG00000213664,RPS16P8,1,0
ENSG00000213669,AL137074.1,1,0
ENSG00000213671,OLA1P2,1,-0.5
ENSG00000213672,NCKIPSD,0.409414902,-0.3
ENSG00000213676,ATF6B,0.902825997,0
ENSG00000213689,TREX1,1,0
ENSG00000213693,SEC14L1P1,0.004287872,1.5
ENSG00000213694,S1PR3,1.54e-13,3.3
ENSG00000213695,RPS7P14,1,0.5
ENSG00000213698,AC240504.1,1,0
ENSG00000213699,SLC35F6,0.433648646,0.2
ENSG00000213700,RPL17P50,0.42722594,-0.9
ENSG00000213706,AL590762.2,1,-0.4
ENSG00000213708,SLC16A14P1,1,0
ENSG00000213714,FAM209B,0.650848788,0.7
ENSG00000213716,FABP5P5,1,0
ENSG00000213717,AC004692.1,1,0.6
ENSG00000213719,CLIC1,0.235567411,0.4
ENSG00000213722,DDAH2,3.61e-07,2
ENSG00000213726,RPS2P52,1,0.2
ENSG00000213727,AP000533.1,1,0
ENSG00000213729,AC098828.1,1,-0.5
ENSG00000213736,AC026310.1,1,0.5
ENSG00000213739,PPIAP68,1,0
ENSG00000213741,RPS29,3.27e-05,-1
ENSG00000213742,ZNF337-AS1,0.551801475,-0.3
ENSG00000213744,RPS10P14,1,0
ENSG00000213750,AP002982.1,1,-0.3
ENSG00000213752,AL008718.1,1,0
ENSG00000213753,CENPBD1P1,0.000334496,-1
ENSG00000213754,AL356317.1,1,0.2
ENSG00000213757,AC020898.1,0.770719908,-0.4
ENSG00000213759,UGT2B11,1,0
ENSG00000213760,ATP6V1G2,0.03662856,1.3
ENSG00000213762,ZNF134,0.057169946,0.5
ENSG00000213771,KRT8P37,1,0
ENSG00000213774,AC010904.1,1,-0.3
ENSG00000213777,AC011487.1,1,-0.3
ENSG00000213779,AC107956.2,1,0.2
ENSG00000213780,GTF2H4,0.964204765,0
ENSG00000213781,PSMC1P2,1,0.2
ENSG00000213782,DDX47,0.467464579,0.6
ENSG00000213787,RPL7AP38,1,0
ENSG00000213791,AC104212.2,1,0
ENSG00000213793,ZNF888,0.864934699,-0.1
ENSG00000213798,AC004129.2,1,0
ENSG00000213799,ZNF845,0.85036694,-0.1
ENSG00000213809,KLRK1,1,0
ENSG00000213809,KLRK1,1,0
ENSG00000213820,RPL13P2,1,0
ENSG00000213822,CEACAM18,1,0
ENSG00000213842,SUGT1P2,0.650030547,0.7
ENSG00000213849,AC104306.1,1,0.2
ENSG00000213851,AC098590.1,1,-0.4
ENSG00000213853,EMP2,0.98933904,0
ENSG00000213854,CNN2P6,1,0
ENSG00000213859,KCTD11,0.306657324,0.5
ENSG00000213860,RPL21P75,0.66986266,-0.7
ENSG00000213862,AC044787.1,0.194535844,-0.9
ENSG00000213864,EEF1B2P2,1,-0.6
ENSG00000213867,AL049830.1,1,0.2
ENSG00000213873,PPIAP86,1,0
ENSG00000213876,RPL7AP64,1,0
ENSG00000213880,RPL7AP7,1,0
ENSG00000213886,UBD,1,0
ENSG00000213889,PPM1N,0.000285232,-2.3
ENSG00000213891,RPL3P6,1,0
ENSG00000213892,CEACAM16,1,0.4
ENSG00000213896,AC109486.1,1,0
ENSG00000213900,RPS17P1,1,0
ENSG00000213901,SLC23A3,0.639050292,-0.5
ENSG00000213903,LTB4R,0.059858675,-0.9
ENSG00000213904,LIPE-AS1,0.628687512,-0.5
ENSG00000213904,LIPE-AS1,0.628687512,-0.5
ENSG00000213906,LTB4R2,0.673589022,-0.3
ENSG00000213908,CYP2A7P1,1,0
ENSG00000213911,OR2G1P,1,0
ENSG00000213916,RPL13P,1,0
ENSG00000213917,RPL5P8,1,0
ENSG00000213918,DNASE1,4.61e-06,1.3
ENSG00000213920,MDP1,0.528883922,1
ENSG00000213921,LEUTX,1,0
ENSG00000213923,CSNK1E,0.896587064,0.1
ENSG00000213924,HNRNPH1P2,1,0
ENSG00000213927,CCL27,1,0
ENSG00000213928,IRF9,0.073113599,1.1
ENSG00000213930,GALT,0.706980572,0.2
ENSG00000213931,HBE1,1,0
ENSG00000213934,HBG1,1,0
ENSG00000213935,RPL22P16,1,0.2
ENSG00000213937,CLDN9,0.888843414,0.2
ENSG00000213938,SEPHS1P6,0.757183357,-0.5
ENSG00000213939,AC091153.1,1,-0.3
ENSG00000213940,AC026477.1,1,0
ENSG00000213942,AC005840.1,0.861187017,-0.3
ENSG00000213943,KRT18P17,1,0
ENSG00000213949,ITGA1,0.047548639,1
ENSG00000213950,RPS10P2,1,0.2
ENSG00000213954,ATP5PDP3,1,0
ENSG00000213958,KRT18P29,1,0.4
ENSG00000213963,AC019080.1,0.241048043,0.6
ENSG00000213965,NUDT19,0.840747275,-0.1
ENSG00000213967,ZNF726,0.00785115,1.5
ENSG00000213970,AC006122.1,1,-0.3
ENSG00000213973,ZNF99,1,0.4
ENSG00000213977,TAX1BP3,0.804291079,-0.1
ENSG00000213979,RPL7AP14,1,-0.1
ENSG00000213983,AP1G2,0.001684568,1.3
ENSG00000213988,ZNF90,0.008973439,1.1
ENSG00000213994,AL157395.1,1,-0.5
ENSG00000213995,NAXD,9.88e-11,1.4
ENSG00000213996,TM6SF2,0.016166934,3.1
ENSG00000213999,MEF2B,0.988734902,0
ENSG00000213999,MEF2B,0.988734902,0
ENSG00000214012,KRT18P38,1,0
ENSG00000214013,GANC,0.356430464,0.3
ENSG00000214015,RPL32P23,1,0
ENSG00000214016,RPSAP61,0.241049003,-1.7
ENSG00000214019,AL034370.1,1,-0.1
ENSG00000214021,TTLL3,0.389878136,0.4
ENSG00000214022,REPIN1,0.974717488,0
ENSG00000214024,RPL23AP29,1,0
ENSG00000214025,ATP5PBP4,1,0
ENSG00000214026,MRPL23,0.488503253,0.5
ENSG00000214029,ZNF891,0.830162235,0.1
ENSG00000214039,LINC02418,1,0
ENSG00000214042,IFNA7,1,0
ENSG00000214043,LINC02347,1,0.2
ENSG00000214046,SMIM7,0.215106835,-0.4
ENSG00000214047,RPS11P7,1,0
ENSG00000214049,UCA1,1,0.6
ENSG00000214049,UCA1,1,0.6
ENSG00000214050,FBXO16,0.32951609,1.3
ENSG00000214062,RPL7P17,1,-0.4
ENSG00000214063,TSPAN4,0.012723138,1
ENSG00000214064,RPL6P5,1,0
ENSG00000214070,AC011999.1,1,0
ENSG00000214071,BX842568.1,1,0
ENSG00000214073,RPL21P17,1,0.3
ENSG00000214074,RPL23AP39,1,0
ENSG00000214076,CPSF1P1,0.126532678,-2
ENSG00000214078,CPNE1,0.003778955,-0.9
ENSG00000214087,ARL16,0.826127999,-0.1
ENSG00000214093,AL096701.1,1,-0.1
ENSG00000214097,SMCO1,0.490635131,1.1
ENSG00000214102,WEE2,1,0.4
ENSG00000214107,MAGEB1,1,-0.1
ENSG00000214108,TPT1P5,1,0.2
ENSG00000214113,LYRM4,0.010556854,-0.6
ENSG00000214114,MYCBP,4.87e-05,-1.3
ENSG00000214124,SNRPEP9,1,0
ENSG00000214128,TMEM213,1,0.4
ENSG00000214140,PRCD,0.002216154,3.7
ENSG00000214142,RPL7P60,1,-0.1
ENSG00000214145,LINC00887,1,0.1
ENSG00000214146,LINC02026,1,0.6
ENSG00000214147,AC092952.1,1,0.2
ENSG00000214160,ALG3,0.070244099,-0.6
ENSG00000214184,GCC2-AS1,0.435065521,-0.9
ENSG00000214185,XPOTP1,0.522505988,-0.4
ENSG00000214188,ST7-OT4,0.875104517,0.3
ENSG00000214193,SH3D21,0.452255725,-0.4
ENSG00000214194,SMIM30,0.004663826,-0.7
ENSG00000214198,TTC41P,0.50491179,0.6
ENSG00000214203,RPS4XP1,1,0.8
ENSG00000214207,KRT18P10,1,0
ENSG00000214211,CTAGE14P,1,-0.5
ENSG00000214212,C19orf38,0.112154167,2
ENSG00000214216,IQCJ,1,-0.4
ENSG00000214226,C17orf67,0.004103532,-1.5
ENSG00000214237,MINDY4B,1,-0.7
ENSG00000214245,PUDPP3,1,0
ENSG00000214249,CTAGE11P,1,0.2
ENSG00000214252,AZGP1P2,1,0
ENSG00000214253,FIS1,0.73344673,-0.1
ENSG00000214254,AC136896.1,1,0
ENSG00000214255,RPS2P6,1,0
ENSG00000214259,AC018695.1,1,0
ENSG00000214263,RPSAP53,0.806465591,0.4
ENSG00000214274,ANG,0.316540855,-0.8
ENSG00000214278,AC010442.2,1,0.4
ENSG00000214279,SCART1,0.762043509,0.2
ENSG00000214280,AC046134.1,1,0.4
ENSG00000214282,KRT8P14,0.330830612,-0.6
ENSG00000214285,NPS,1,0
ENSG00000214290,COLCA2,1,1.6
ENSG00000214293,APTR,0.968332801,0
ENSG00000214295,FOXO1B,1,-0.3
ENSG00000214300,SPDYE3,0.23582012,0.5
ENSG00000214309,MBLAC1,0.781193166,0.3
ENSG00000214319,CXADRP1,1,0
ENSG00000214324,C3orf56,1,0
ENSG00000214326,RPL31P1,1,0
ENSG00000214329,SLC9B1P2,1,0
ENSG00000214335,CTAGE16P,1,0
ENSG00000214336,FOXI3,1,0.4
ENSG00000214338,SOGA3,0.560330778,0.7
ENSG00000214342,ATP5PBP2,1,0.4
ENSG00000214351,OR1X5P,1,0
ENSG00000214353,VAC14-AS1,0.776968634,0.3
ENSG00000214357,NEURL1B,2.52e-05,1.8
ENSG00000214359,RPL18P10,1,0
ENSG00000214360,EFCAB9,1,0
ENSG00000214362,RPS3AP36,1,0
ENSG00000214367,HAUS3,0.02184887,-0.9
ENSG00000214374,RPLP2P1,1,0
ENSG00000214376,VSTM5,0.019509654,2.8
ENSG00000214381,LINC00488,1,0
ENSG00000214389,RPS3AP26,0.158087795,-1.1
ENSG00000214391,TUBAP2,0.993491753,0
ENSG00000214401,KANSL1-AS1,0.388601444,1
ENSG00000214402,LCNL1,1,1.2
ENSG00000214407,LINC02085,0.803487765,0.4
ENSG00000214413,BBIP1,0.819187991,0.1
ENSG00000214414,TRIM77,1,0
ENSG00000214415,GNAT3,1,-0.1
ENSG00000214417,KRT18P13,1,0
ENSG00000214424,FAM149B1P1,0.845099183,-0.3
ENSG00000214432,VPS33B-DT,0.833983675,0.3
ENSG00000214434,NIFKP1,1,0.2
ENSG00000214435,AS3MT,1,0.2
ENSG00000214447,FAM187A,1,0
ENSG00000214456,PLIN5,1,0.3
ENSG00000214457,RPL7P29,1,0.2
ENSG00000214484,RPSAP28,1,0
ENSG00000214485,RPL7P1,0.023874541,-1
ENSG00000214487,OR7E148P,1,0
ENSG00000214491,SEC14L6,0.000426628,4.1
ENSG00000214510,SPINK13,1,0.2
ENSG00000214511,HIGD1C,1,0
ENSG00000214513,NOTO,1,0.4
ENSG00000214517,PPME1,0.741026878,0.1
ENSG00000214518,KRTAP2-2,1,-1
ENSG00000214526,AP000343.1,1,0
ENSG00000214530,STARD10,0.001425514,1.3
ENSG00000214535,RPS15AP1,0.545502595,-0.8
ENSG00000214541,RPS4XP3,1,-0.3
ENSG00000214544,GTF2IRD2P1,1,0.4
ENSG00000214548,MEG3,4.85e-07,1.6
ENSG00000214558,AL365217.1,1,0.5
ENSG00000214561,RBBP4P4,0.680953563,-0.6
ENSG00000214562,NUTM2D,0.15302857,1.3
ENSG00000214563,GAPDHP15,1,0.2
ENSG00000214575,CPEB1,0.668742877,0.2
ENSG00000214595,EML6,0.011206569,1.2
ENSG00000214604,NPM1P36,1,0
ENSG00000214607,ADAM24P,1,0
ENSG00000214612,RPS19P1,1,-0.4
ENSG00000214626,POLR3DP1,1,0.4
ENSG00000214628,NDUFB5P2,1,0
ENSG00000214629,RPSAP6,1,0.5
ENSG00000214641,AL445529.1,1,0
ENSG00000214642,DEFB113,1,0
ENSG00000214643,DEFB133,1,0
ENSG00000214650,AC073592.1,1,0.9
ENSG00000214651,AL513122.1,1,0
ENSG00000214652,ZNF727,1,1.2
ENSG00000214653,HNRNPA3P3,1,0.7
ENSG00000214654,B3GNT10,0.61374035,0.2
ENSG00000214655,ZSWIM8,4.26e-08,1.5
ENSG00000214660,SLC29A4P2,1,0
ENSG00000214668,SLC29A4P1,1,0
ENSG00000214671,RPL6P12,1,0
ENSG00000214676,RPL9P16,1,0.5
ENSG00000214681,IQCF5,1,0
ENSG00000214686,IQCF6,1,0
ENSG00000214688,C10orf105,1,0
ENSG00000214691,LINC01913,0.153194786,1.9
ENSG00000214694,ARHGEF33,0.000395142,3.1
ENSG00000214700,C12orf71,1,0.6
ENSG00000214706,IFRD2,0.59113203,-0.3
ENSG00000214708,AC116407.1,1,-0.4
ENSG00000214711,CAPN14,0.095299902,2.1
ENSG00000214717,ZBED1,2.93e-09,1.2
ENSG00000214720,KRT18P49,1,0
ENSG00000214736,TOMM6,1,0
ENSG00000214745,AL391419.1,1,0
ENSG00000214753,HNRNPUL2,0.160700391,-0.3
ENSG00000214756,CSKMT,0.214851407,-0.7
ENSG00000214760,RPL21P1,1,-0.3
ENSG00000214782,MS4A18,1,0
ENSG00000214783,POLR2J4,0.884376668,0.1
ENSG00000214784,AC010468.1,0.969848593,-0.1
ENSG00000214787,MS4A4E,1,0
ENSG00000214794,KRT18P42,1,0
ENSG00000214803,AC090921.1,1,0.5
ENSG00000214814,FER1L6,0.172518052,1.1
ENSG00000214819,CDRT15L2,1,0
ENSG00000214827,MTCP1,0.352901602,0.7
ENSG00000214835,RPL23AP6,1,0
ENSG00000214842,RAD51AP2,1,0.2
ENSG00000214846,AC114744.1,1,0.5
ENSG00000214851,LINC00612,1,0.6
ENSG00000214860,EVPLL,1,0
ENSG00000214866,DCDC2C,0.011961716,3.2
ENSG00000214870,AC004540.1,1,1.2
ENSG00000214872,SMTNL1,0.00079667,3.7
ENSG00000214878,RPL5P31,1,0
ENSG00000214891,TRIM64C,1,0
ENSG00000214892,USP8P1,0.545502595,0.8
ENSG00000214894,LINC00243,1,-0.2
ENSG00000214896,RPSAP55,1,0
ENSG00000214897,PNMA6E,1,0
ENSG00000214900,LINC01588,0.070264772,1.1
ENSG00000214900,LINC01588,0.070264772,1.1
ENSG00000214903,RPS15AP3,1,0
ENSG00000214914,RPL23AP3,1,0.1
ENSG00000214915,BX546450.1,1,0.2
ENSG00000214917,AC011825.1,1,0.4
ENSG00000214922,HLA-F-AS1,0.27626804,0.7
ENSG00000214925,AC234778.1,1,0
ENSG00000214929,SPATA31D1,1,0
ENSG00000214930,KRT8P6,1,0
ENSG00000214940,NPIPA8,1,0
ENSG00000214941,ZSWIM7,0.819698801,0.2
ENSG00000214942,AC113167.1,1,0
ENSG00000214943,GPR33,1,0
ENSG00000214944,ARHGEF28,4.66e-05,-1.3
ENSG00000214946,TBC1D26,1,0
ENSG00000214954,LRRC69,0.255354217,-1
ENSG00000214960,CRPPA,0.046423169,-0.8
ENSG00000214961,FO393409.1,1,0.1
ENSG00000214967,NPIPA7,1,-0.1
ENSG00000214978,GSG1L2,1,0.2
ENSG00000214980,AC025538.1,1,0
ENSG00000214988,RPL7AP26,1,-0.3
ENSG00000214998,CCNB2P1,1,0
ENSG00000215000,AL034403.1,1,0
ENSG00000215003,RPL15P20,1,0
ENSG00000215005,HSPD1P7,1,0.4
ENSG00000215009,ACSM4,0.203702294,1.8
ENSG00000215012,RTL10,0.668140336,0.1
ENSG00000215016,RPL24P7,0.889075813,-0.3
ENSG00000215018,COL28A1,0.259149681,-1.1
ENSG00000215021,PHB2,0.000847913,-0.7
ENSG00000215022,AL008729.1,0.464601615,0.7
ENSG00000215029,TCP11X2,1,0
ENSG00000215030,RPL13P12,0.049348336,-1.2
ENSG00000215032,GNL3LP1,0.685733123,0.7
ENSG00000215035,FDPSP5,1,0
ENSG00000215037,VENTXP2,1,0
ENSG00000215039,CD27-AS1,0.004209207,1
ENSG00000215041,NEURL4,0.969292276,0
ENSG00000215043,GLULP6,1,0
ENSG00000215045,GRID2IP,1,0
ENSG00000215054,HNRNPCP10,1,0
ENSG00000215063,RPL21P2,1,0
ENSG00000215067,ALOX12-AS1,0.137540056,0.7
ENSG00000215068,AC025171.2,0.199408883,1.1
ENSG00000215070,XRCC6P5,1,0
ENSG00000215085,AL365400.1,1,0
ENSG00000215088,RPS5P3,1,0
ENSG00000215089,KRT18P11,1,0
ENSG00000215112,FAM74A1,1,0
ENSG00000215113,CXorf49B,1,0
ENSG00000215114,UBXN2B,0.489053231,0.3
ENSG00000215115,CXorf49,1,0
ENSG00000215117,LINC00588,1,0
ENSG00000215126,CBWD6,0.824012048,0.2
ENSG00000215131,C16orf90,1,0.4
ENSG00000215148,PRSS41,1,0
ENSG00000215149,KRT18P32,1,0.4
ENSG00000215151,ABCD1P2,1,0
ENSG00000215160,OR7E122P,1,1.5
ENSG00000215162,LINC00269,1,0
ENSG00000215168,AL139276.1,1,0
ENSG00000215174,NLRP2B,1,0.2
ENSG00000215182,MUC5AC,1,0.5
ENSG00000215183,MSMP,1,0
ENSG00000215186,GOLGA6B,1,0
ENSG00000215187,FAM166B,0.399078763,-1.3
ENSG00000215193,PEX26,1.41e-07,1.7
ENSG00000215196,BASP1-AS1,0.924174872,-0.2
ENSG00000215203,GRXCR1,1,0
ENSG00000215206,TRBV24OR9-2,1,0
ENSG00000215208,KRT18P60,1,0.4
ENSG00000215217,C5orf49,1,0.4
ENSG00000215218,UBE2QL1,1,1.7
ENSG00000215227,NUTF2P5,1,0
ENSG00000215231,LINC01020,1,0
ENSG00000215236,RPL7P33,1,0
ENSG00000215241,LINC02449,0.235921338,1.1
ENSG00000215244,LINC02649,0.167426473,-1.7
ENSG00000215246,AC116351.1,1,0.2
ENSG00000215251,FASTKD5,0.524989088,-0.3
ENSG00000215252,GOLGA8B,1.81e-06,1.8
ENSG00000215256,DHRS4-AS1,0.086127769,-0.4
ENSG00000215262,KCNU1,0.065205522,2.5
ENSG00000215264,RPL10AP3,1,0
ENSG00000215267,AKR1C7P,0.054467633,2.5
ENSG00000215269,GAGE12G,1,0
ENSG00000215269,GAGE12G,1,0
ENSG00000215269,GAGE12G,1,0
ENSG00000215269,GAGE12G,1,0
ENSG00000215269,GAGE12G,1,0
ENSG00000215274,GAGE10,1,0
ENSG00000215277,RNF212B,0.004459601,3.5
ENSG00000215278,RPS7P6,1,0
ENSG00000215301,DDX3X,0.713487451,-0.1
ENSG00000215305,VPS16,0.002530022,-0.7
ENSG00000215310,AL050305.1,1,0
ENSG00000215313,RPL6P30,1,0
ENSG00000215325,ASS1P10,1,0.4
ENSG00000215333,KRT18P23,1,0.2
ENSG00000215343,ZNF705D,1,0
ENSG00000215347,SLC25A5P1,1,0.4
ENSG00000215354,FAM90A24P,1,0
ENSG00000215356,ZNF705B,1,0
ENSG00000215356,ZNF705B,1,0
ENSG00000215357,HSPD1P8,1,0
ENSG00000215373,FAM90A5P,1,0
ENSG00000215374,FAM66B,0.010091991,2.9
ENSG00000215374,FAM66B,0.010091991,2.9
ENSG00000215375,MYL5,0.03678065,0.9
ENSG00000215386,MIR99AHG,0.800800194,-0.2
ENSG00000215397,SCRT2,1,0
ENSG00000215403,Z82180.1,1,0
ENSG00000215417,MIR17HG,0.07271422,-1.2
ENSG00000215421,ZNF407,0.872400152,0.1
ENSG00000215424,MCM3AP-AS1,0.002095412,-1.2
ENSG00000215440,NPEPL1,0.004154806,1.6
ENSG00000215440,NPEPL1,0.004154806,1.6
ENSG00000215441,CTAGE12P,1,0.2
ENSG00000215444,AL138807.1,1,0
ENSG00000215450,AL022342.1,1,0
ENSG00000215454,KRTAP10-4,1,0
ENSG00000215455,KRTAP10-1,1,0
ENSG00000215456,BCRP4,1,0
ENSG00000215457,RPS8P3,1,0
ENSG00000215458,AATBC,0.890045175,0.1
ENSG00000215472,RPL17-C18orf32,1,-0.4
ENSG00000215474,SKOR2,1,0.4
ENSG00000215475,SIAH3,0.192324019,1.9
ENSG00000215483,LINC00598,0.539059908,1
ENSG00000215483,LINC00598,0.539059908,1
ENSG00000215498,FAM230B,1,0
ENSG00000215520,RPS4XP4,1,0.2
ENSG00000215529,EFCAB8,0.291258428,1.6
ENSG00000215533,LINC00189,1,0.1
ENSG00000215544,BCRP7,1,0
ENSG00000215545,DEFB116,1,0
ENSG00000215547,DEFB115,1,0.4
ENSG00000215553,KRT18P3,1,0
ENSG00000215560,TTTY5,1,0
ENSG00000215568,GAB4,1,0.2
ENSG00000215583,ASS1P6,1,0
ENSG00000215595,C20orf202,0.917301539,-0.2
ENSG00000215601,TSPY24P,1,0
ENSG00000215603,ZNF92P1Y,1,0
ENSG00000215604,ZNF962P,1,0
ENSG00000215606,KRT18P35,1,0.2
ENSG00000215612,HMX1,1,0
ENSG00000215630,GUSBP9,0.869087683,-0.3
ENSG00000215644,GCGR,1,0.2
ENSG00000215695,RSC1A1,1,0
ENSG00000215704,CELA2B,1,0.2
ENSG00000215712,TMEM242,3.76e-05,1
ENSG00000215717,TMEM167B,0.0800219,-0.4
ENSG00000215760,TAF9BP2,1,0
ENSG00000215769,ARHGAP27P1-BPTFP1-KPNA2P3,0.354765504,0.9
ENSG00000215771,LRRC37A14P,1,-0.1
ENSG00000215784,FAM72D,0.592576267,-0.4
ENSG00000215788,TNFRSF25,2.32e-05,2.8
ENSG00000215795,AL390728.2,0.121335008,2.2
ENSG00000215796,AL512637.1,0.141463097,-1.6
ENSG00000215805,AL356361.1,1,0
ENSG00000215807,KRT18P65,1,0
ENSG00000215808,LINC01139,4.46e-08,-3.5
ENSG00000215817,ZC3H11B,0.97505957,-0.1
ENSG00000215819,KRT18P12,1,0
ENSG00000215833,QRSL1P1,1,0
ENSG00000215835,AL596087.1,0.099226227,-1.1
ENSG00000215841,AP002761.1,1,0
ENSG00000215845,TSTD1,1,-0.4
ENSG00000215846,MPTX1,1,0
ENSG00000215853,RPTN,1,0
ENSG00000215866,LINC01356,1,1.5
ENSG00000215867,KRT18P57,1,0.2
ENSG00000215874,CAPNS1P1,1,0
ENSG00000215875,ST13P20,1,0
ENSG00000215881,LINC02337,1,0
ENSG00000215883,CYB5RL,0.158407079,-0.5
ENSG00000215895,AL354702.1,1,1.2
ENSG00000215899,AC209007.1,1,0.4
ENSG00000215906,LACTBL1,1,0
ENSG00000215910,C1orf167,1,0.6
ENSG00000215912,TTC34,0.049210386,2.6
ENSG00000215914,MMP23A,1,0.2
ENSG00000215915,ATAD3C,0.036928783,2.8
ENSG00000215930,MIR942,1,0
ENSG00000215938,MIR190B,1,0
ENSG00000215939,MIR873,1,0
ENSG00000215943,MIR892A,1,0
ENSG00000215952,MIR921,1,0
ENSG00000215957,MIR300,1,0
ENSG00000215961,MIR297,1,0
ENSG00000215966,MIR876,1,0
ENSG00000215973,MIR933,1,0.2
ENSG00000215991,MIR208B,1,0
ENSG00000216001,MIR450B,1,-0.4
ENSG00000216005,MIR888,1,0
ENSG00000216009,MIR874,1,0
ENSG00000216031,MIR298,1,0
ENSG00000216035,MIR938,1,0
ENSG00000216056,MIR891A,1,0
ENSG00000216058,MIR944,1,0
ENSG00000216060,MIR934,1,0
ENSG00000216064,MIR891B,1,0
ENSG00000216069,MIR875,1,0
ENSG00000216075,MIR890,1,0
ENSG00000216077,MIR887,1,0
ENSG00000216098,MIR892B,1,0
ENSG00000216099,MIR889,1,0
ENSG00000216101,MIR877,1,0
ENSG00000216135,MIR885,1,0
ENSG00000216141,MIR941-2,1,0
ENSG00000216171,MIR513C,1,0
ENSG00000216179,MIR541,1,0
ENSG00000216191,MIR8485,1,0
ENSG00000216192,MIR920,1,0
ENSG00000216195,MIR941-4,1,0
ENSG00000216265,FABP12P1,1,0
ENSG00000216359,AL139039.1,1,0.2
ENSG00000216365,RPL37P15,1,0
ENSG00000216368,AL136226.1,1,0
ENSG00000216444,RAET1M,1,0
ENSG00000216471,RPSAP43,1,0.2
ENSG00000216480,AL078604.1,1,-0.1
ENSG00000216490,IFI30,1,1
ENSG00000216516,AL645733.1,1,0.2
ENSG00000216518,EEF1GP6,1,0
ENSG00000216548,AL357084.1,1,0
ENSG00000216588,IGSF23,1,-0.5
ENSG00000216613,AL023284.2,1,0
ENSG00000216616,AL356421.1,1,0
ENSG00000216629,OR2W4P,1,0
ENSG00000216636,RPL7P25,1,-0.3
ENSG00000216639,AL133406.1,1,0.4
ENSG00000216642,AL136116.1,1,0
ENSG00000216649,GAGE12E,1,0
ENSG00000216708,CIR1P3,1,0
ENSG00000216713,MTND4P13,1,0
ENSG00000216718,AL024509.3,1,0
ENSG00000216754,AL050335.1,1,0
ENSG00000216762,VN1R13P,1,0
ENSG00000216817,R3HDM2P2,1,0
ENSG00000216819,TUBB2BP1,1,0.6
ENSG00000216824,ZNF736P10Y,1,0
ENSG00000216853,MTCYBP36,1,0
ENSG00000216854,RPL17P26,1,0.2
ENSG00000216863,LY86-AS1,1,0.4
ENSG00000216866,RPS2P55,0.192652393,-1.7
ENSG00000216895,AC009403.1,0.57078782,0.4
ENSG00000216901,ZNF603P,1,0.3
ENSG00000216902,AL122016.1,1,0
ENSG00000216904,SOCS5P5,1,0
ENSG00000216917,AC005587.1,1,0
ENSG00000216921,FAM240C,1,0.2
ENSG00000216937,CCDC7,0.101233311,-0.8
ENSG00000216977,RPL21P65,1,0.8
ENSG00000216990,HSPD1P10,1,0.1
ENSG00000216998,CYP2AC1P,1,0
ENSG00000217026,RPL10P1,1,-0.1
ENSG00000217030,AL359643.1,1,0
ENSG00000217044,MTCO3P31,1,0
ENSG00000217060,AL135903.1,0.712598716,-0.5
ENSG00000217083,MTCO2P33,1,0
ENSG00000217128,FNIP1,0.835288061,0.1
